"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"21","PUNO","2112","SANDIA","SANDIA","10","11,862.41","50,742","48,579","26,819","23,923","31,341","19,425","20,109","34,180","20,741","10,979","2,250","204","6","27,061","11,714","8,235","1,367","1,918","14,468","11,485","9,259","15,794","11,815","16,754","19,983","19,707","8,505","20,077","38,658","24,449","22,453","1,996","14,209","7,369","41,035","13,491","35,268","365","2,504","1,313","546","50,272","80","12,968","12,742","10,862","8,468","5,702","4,077","4,249","4,642","4,196","4,309","52.853652","47.146348","70.35962","42.695403","22.600301","4.631631","0.419935","0.012351","55.70514","24.1133","16.951769","2.813973","3.948208","74.481338","59.124839","47.66538","81.307593","60.823681","99.373415","98.000895","42.294495","99.840867","76.185409","48.182965","44.24934","3.933625","28.002444","14.522486","80.869891","26.587442","69.504552","0.719325","4.934768","2.5876","1.076032","99.073746","0.15766","25.556738","25.111348","21.40633","16.688345","11.237239","8.034764","8.373734","9.14824","8.269284","8.491979","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"21","PUNO","2113","YUNGUYO","YUNGUYO","7","290.21","36,939","35,113","18,038","18,901","22,729","14,075","14,363","10,050","8,484","1,369","191","6","0","141","3,580","5,998","683","1,417","10,374","2,409","2,620","9,604","4,397","9,459","13,304","13,748","5,956","14,020","29,930","16,143","14,001","2,142","13,787","7,281","28,404","15,224","19,377","242","2,251","733","385","35,764","263","7,606","7,788","7,061","6,537","7,947","2,211","2,379","3,016","3,032","2,483","48.831858","51.168142","28.621878","24.161991","3.898841","0.543958","0.017088","0","0.401561","10.195654","17.081992","1.945149","4.035542","73.705151","17.115453","18.614565","68.234458","31.239787","92.626889","95.718165","41.46766","97.61192","81.025474","43.701779","37.903029","5.798749","37.323696","19.710875","76.894339","41.213893","52.456753","0.655134","6.09383","1.984353","1.042259","96.81908","0.711985","20.590704","21.083408","19.115298","17.696743","21.513847","5.985544","6.440348","8.164812","8.208127","6.721893","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2201","MOYOBAMBA","MOYOBAMBA","6","3,772.31","122,365","119,288","62,104","60,261","40,718","32,277","33,793","50,624","37,194","11,158","1,996","235","41","38,407","17,148","1,366","3,213","6,509","14,389","4,948","3,759","13,226","8,109","18,753","19,031","26,523","4,867","28,617","86,240","50,486","48,637","1,849","35,754","16,478","98,955","21,603","77,465","910","2,543","1,160","703","120,740","673","38,434","30,648","26,023","16,501","10,759","12,061","13,525","12,848","10,873","9,921","50.753075","49.246925","42.438468","31.180001","9.353833","1.673261","0.197002","0.034371","32.196868","14.375293","1.145128","2.693481","5.456542","44.579732","15.329801","11.646064","40.976547","25.123153","56.316397","78.486669","14.402391","84.683218","70.477669","41.25853","39.747477","1.511053","29.219139","13.466269","80.868712","17.654558","63.306501","0.743677","2.078209","0.947983","0.574511","98.672006","0.549994","31.409308","25.046378","21.266702","13.485065","8.792547","9.856577","11.052997","10.499734","8.885711","8.107711","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2202","BELLAVISTA","BELLAVISTA","6","8,033.19","55,033","54,651","28,550","26,483","18,177","14,551","14,889","32,891","22,962","8,534","1,310","76","9","28,142","10,224","897","1,893","3,153","10,078","6,074","3,190","9,026","4,266","9,890","10,015","13,501","4,437","13,538","37,282","21,809","21,033","776","15,473","8,100","43,573","8,216","42,126","348","837","365","238","54,083","374","18,842","12,230","11,746","7,768","4,447","5,961","6,688","6,193","4,260","3,786","51.877964","48.122036","60.183711","42.0157","15.615451","2.397028","0.139064","0.016468","51.494026","18.7078","1.641324","3.463798","5.769336","69.259845","41.742836","21.922892","62.030101","29.317573","67.264423","90.677682","29.800524","90.926187","67.744808","39.62895","38.218887","1.410063","28.115858","14.718442","79.176131","14.929224","76.546799","0.632348","1.520906","0.663238","0.432468","98.273763","0.679592","34.237639","22.22303","21.343558","14.115167","8.080606","10.831683","12.152708","11.253248","7.74081","6.879509","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2203","EL DORADO","SAN JOSE DE SISA","5","1,298.14","36,752","36,590","19,039","17,713","10,684","9,171","9,405","19,774","12,915","5,572","1,169","118","0","13,686","8,985","1,193","1,355","2,819","6,462","1,894","2,031","6,412","2,898","7,585","7,675","8,888","2,857","8,954","24,489","14,449","14,139","310","10,040","6,457","27,995","3,466","31,172","210","539","230","137","36,275","178","12,968","8,150","7,594","4,880","3,160","4,075","4,638","4,255","2,958","2,478","51.803983","48.196017","54.042088","35.296529","15.228204","3.194862","0.322492","0","37.403662","24.55589","3.260454","3.703198","7.704291","70.461237","20.652055","22.145895","69.91604","31.599607","81.605529","94.502924","30.377459","95.204678","66.633108","39.314867","38.471376","0.843492","27.318241","17.569112","76.172725","9.430779","84.817153","0.571397","1.466587","0.625816","0.372769","98.702111","0.484327","35.285155","22.175664","20.662821","13.278189","8.598172","11.087832","12.619721","11.577601","8.048542","6.74249","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2204","HUALLAGA","SAPOSOA","6","2,380.85","27,506","27,272","14,244","13,262","9,304","7,735","8,079","15,234","10,312","4,136","750","36","0","12,999","4,826","954","801","1,398","3,997","1,664","2,119","4,321","2,392","5,530","5,564","7,409","3,118","7,821","19,309","10,495","10,151","344","8,814","3,694","22,322","3,348","21,124","170","601","215","172","27,223","115","8,729","5,814","5,753","4,317","2,893","2,719","2,996","3,014","1,944","1,818","51.785065","48.214935","55.85949","37.811675","15.165738","2.750073","0.132004","0","47.664271","17.695805","3.498093","2.937078","5.126137","51.674208","21.512605","27.394958","55.862961","30.92437","68.86991","91.706894","38.593885","96.806535","70.199229","38.155312","36.904675","1.250636","32.043918","13.429797","81.153203","12.17189","76.79779","0.618047","2.184978","0.781648","0.625318","98.971134","0.418091","31.734894","21.137206","20.915437","15.694758","10.517705","9.885116","10.892169","10.957609","7.067549","6.609467","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2205","LAMAS","LAMAS","11","5,082.54","81,521","80,901","41,396","40,125","24,885","21,490","22,072","43,906","29,407","12,024","2,225","224","26","33,034","17,641","2,635","2,882","4,964","13,348","5,657","3,639","11,883","6,947","16,835","17,076","20,401","5,748","20,739","56,323","32,385","31,493","892","23,938","13,329","63,529","7,914","66,470","649","1,894","732","448","80,592","406","26,757","18,006","16,528","11,733","8,497","8,231","9,612","8,914","6,296","5,565","50.779554","49.220446","54.27127","36.349365","14.86261","2.750275","0.276882","0.032138","40.832623","21.805664","3.257067","3.562379","6.135894","62.112611","26.323872","16.933457","55.295486","32.326664","77.364987","92.429322","26.042044","93.960674","69.090173","39.72596","38.631764","1.094197","29.364213","16.350388","77.929613","9.707928","81.537273","0.796114","2.323328","0.897928","0.549552","98.860416","0.498031","32.822218","22.08756","20.27453","14.39261","10.423081","10.096785","11.790827","10.934606","7.723163","6.826462","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2206","MARISCAL CACERES","JUANJUI","5","14,498.73","64,626","62,384","33,639","30,987","20,132","16,347","17,065","32,803","22,391","8,635","1,650","119","8","25,770","12,835","1,080","2,295","3,147","8,121","4,238","2,241","7,940","5,146","9,970","10,137","14,409","4,962","14,704","44,667","25,552","24,688","864","19,115","8,406","52,278","11,815","44,044","437","1,209","552","397","63,670","469","21,266","14,732","13,646","9,397","5,585","6,761","7,434","7,071","4,911","4,656","52.051806","47.948194","52.582393","35.892216","13.84169","2.644909","0.190754","0.012824","41.308669","20.574186","1.731213","3.678828","5.044563","49.67884","25.925246","13.708937","48.571603","31.479782","59.402285","84.43598","29.077058","86.164665","69.116145","39.538266","38.201343","1.336923","29.577879","13.007149","80.893139","18.282116","68.152137","0.676198","1.870764","0.854145","0.614304","98.520719","0.725714","32.906261","22.795779","21.115341","14.540587","8.642033","10.461734","11.50311","10.941417","7.599109","7.204531","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2207","PICOTA","PICOTA","10","2,171.41","40,545","40,167","21,008","19,537","13,078","10,537","10,945","22,105","15,599","5,319","1,053","127","7","18,497","6,824","801","1,510","2,307","6,010","2,362","1,628","6,113","2,584","7,461","7,619","9,946","2,883","10,376","27,993","15,205","14,670","535","12,788","5,611","32,496","5,908","30,344","277","811","315","214","39,911","250","13,325","8,908","8,303","6,033","3,976","4,267","4,688","4,370","3,128","2,738","51.814034","48.185966","55.032738","38.835362","13.242214","2.621555","0.31618","0.017427","46.05024","16.989071","1.994174","3.759305","5.743521","57.037107","22.416248","15.450318","58.014615","24.523109","69.611695","90.872545","26.340795","94.801279","69.041805","37.501541","36.18202","1.319522","31.540264","13.838944","80.147984","14.571464","74.840301","0.683192","2.000247","0.776915","0.527809","98.436305","0.616599","32.864718","21.97065","20.478481","14.879763","9.806388","10.524109","11.562461","10.778148","7.714885","6.752991","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2208","RIOJA","RIOJA","9","2,535.04","122,544","121,258","61,424","61,120","40,925","31,927","34,094","57,393","39,659","14,845","2,666","219","4","37,688","27,412","1,415","3,514","8,214","18,209","4,108","4,491","12,839","11,042","19,974","20,223","29,256","5,317","30,747","84,223","45,804","43,663","2,141","38,419","18,340","96,741","22,795","84,997","960","2,397","1,314","712","120,886","602","40,810","30,112","25,655","15,971","9,996","13,204","14,084","13,522","11,294","9,738","50.124037","49.875963","47.33131","32.706296","12.242491","2.198618","0.180607","0.003299","31.080836","22.606343","1.166933","2.897953","6.773986","57.033232","12.866853","14.066464","40.213612","34.585147","59.315422","85.80982","15.595119","90.183023","68.728783","37.377595","35.630467","1.747128","31.351188","14.966053","78.94389","18.601482","69.360393","0.783392","1.956032","1.072268","0.581016","98.647017","0.491252","33.302324","24.572398","20.935338","13.03287","8.15707","10.774905","11.493015","11.034404","9.216281","7.946533","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2209","SAN MARTIN","TARAPOTO","14","5,650.42","193,095","186,046","96,785","96,310","59,733","48,655","53,296","45,869","34,597","9,449","1,589","175","59","24,414","22,617","3,290","4,537","4,399","8,952","4,333","2,691","10,850","11,438","15,204","16,275","32,805","6,840","37,447","144,064","88,389","84,442","3,947","55,675","17,590","165,631","34,629","98,822","1,268","4,204","1,719","1,222","191,301","436","52,294","50,966","41,099","29,974","18,762","17,126","18,180","16,988","16,078","17,815","50.122996","49.877004","24.654655","18.595939","5.078851","0.85409","0.094063","0.031713","13.122561","12.156671","1.76838","2.438644","2.364469","18.398931","8.90556","5.530778","22.299866","23.508375","30.537001","61.552462","12.833984","70.262309","74.607836","45.774878","43.730806","2.044072","28.832958","9.109506","85.776949","17.93366","51.177918","0.656672","2.177167","0.890235","0.632849","99.070924","0.225796","27.082006","26.394262","21.284342","15.522929","9.716461","8.869209","9.415055","8.797742","8.326471","9.226029","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"22","SAN MARTIN","2210","TOCACHE","TOCACHE NUEVO","5","5,865.44","69,394","67,032","36,586","32,808","20,369","18,100","19,026","31,053","21,364","7,848","1,641","186","14","20,950","10,599","4,597","2,892","3,759","8,992","5,913","3,023","7,409","4,998","10,010","10,119","16,187","3,898","17,434","49,374","29,602","28,697","905","19,772","9,183","56,296","16,385","41,980","462","1,334","550","392","68,630","299","21,324","17,017","14,482","10,997","5,574","6,912","7,316","7,096","5,505","5,654","52.722137","47.277863","46.325636","31.871345","11.707841","2.448084","0.277479","0.020886","31.25373","15.811851","6.857919","4.314357","5.607769","49.679558","32.668508","16.701657","40.933702","27.61326","53.185115","85.078314","20.487754","91.632503","71.150244","42.657867","41.353719","1.304147","28.492377","13.233133","81.125169","23.611551","60.495144","0.665764","1.922356","0.792576","0.56489","98.89904","0.430873","30.728881","24.522293","20.869239","15.847191","8.032395","9.960515","10.542698","10.225668","7.932963","8.147678","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"23","TACNA","2301","TACNA","TACNA","11","8,066.11","306,363","292,188","150,550","155,813","136,143","89,781","96,269","43,261","38,123","4,764","366","8","0","18,295","20,936","2,938","3,699","2,913","13,663","6,735","11,328","21,677","20,347","12,399","14,325","60,411","7,363","66,377","239,836","159,723","149,520","10,203","80,113","23,206","270,263","123,164","94,275","1,866","8,623","3,912","2,491","302,982","487","71,334","79,667","73,911","49,856","31,595","22,398","24,372","24,564","25,487","27,303","49.141052","50.858948","14.805878","13.047422","1.630457","0.125262","0.002738","0","6.26138","7.16525","1.005517","1.265966","0.996961","15.218142","7.501587","12.617369","24.144307","22.662924","14.880179","62.752288","7.64836","68.949506","78.28491","52.135212","48.804849","3.330363","26.149698","7.574674","88.216593","40.201983","30.772319","0.609081","2.814635","1.276917","0.813088","98.896407","0.158962","23.284143","26.004119","24.125302","16.273506","10.312929","7.310935","7.955269","8.01794","8.319216","8.911977","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"23","TACNA","2302","CANDARAVE","CANDARAVE","6","2,261.10","6,102","5,758","3,160","2,942","4,435","2,413","2,576","2,101","1,720","340","37","4","0","267","577","1,527","81","75","1,031","1,263","579","2,094","689","2,249","3,157","2,507","894","2,530","5,004","3,340","3,044","296","1,664","795","5,119","1,919","3,629","47","364","127","66","6,071","7","1,184","1,086","1,361","1,212","1,259","345","403","436","356","349","51.7863","48.2137","36.488364","29.871483","5.904828","0.642584","0.069469","0","4.637027","10.020841","26.519625","1.406738","1.302536","42.726896","52.341484","23.995027","86.779942","28.553668","122.554348","97.321429","34.704969","98.214286","82.0059","54.736152","49.885284","4.850869","27.269748","13.028515","83.890528","31.448705","59.472304","0.770239","5.965257","2.081285","1.081613","99.49197","0.114716","19.403474","17.797443","22.304163","19.86234","20.632579","5.653884","6.604392","7.145198","5.834153","5.719436","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
